state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density
Arkansas,Howard,12755,12676,12557,1028,3596,2753,1227,11.9,41.8,32.0,14.3,2245.0,65.20141134960305,20.824757424286975,3.116730373419583,0.7865333725374889,0.18376947956483386,2.59,8.78324092031978
Arkansas,Independence,37936,37742,37945,3610,9405,8201,4178,14.2,37.0,32.3,16.5,6924.0,85.12852199703411,3.0968858131487886,3.217993079584775,1.2679189322787938,0.16559565002471577,2.54,18.8332181709132
Arkansas,Izard,13597,13928,14048,1838,3414,3270,1748,17.9,33.2,31.8,17.0,2384.0,90.69557362240289,2.4181780279341254,4.002501563477173,0.4655687582516851,0.1389757487318463,2.5,9.01718938852684
Arkansas,Jackson,16755,16780,16624,1980,5169,3319,1519,16.5,43.1,27.7,12.7,3316.0,77.43686435835905,17.39229802308308,2.1311850074277228,0.5885041709518912,0.09713175637070048,2.33,10.4911935334858
Arkansas,Jefferson,66833,65649,64246,5383,19219,12779,9030,11.6,41.4,27.5,19.5,12258.0,39.23912104368863,55.80738991446592,1.4831667770641936,1.2124528410563602,0.18863577455864988,2.39,31.2545147992963
Arkansas,Johnson,25722,25977,26001,3377,6929,3931,2716,19.9,40.9,23.2,16.0,4570.0,79.2420916255803,2.6307265987692086,4.059452261849066,3.5772123654946557,0.21592831180048222,2.6,15.3829203617191
Arkansas,Lafayette,6299,6155,6101,864,2095,1117,490,18.9,45.9,24.5,10.7,1448.0,62.92220693871313,32.55387436955525,1.7881705639614855,0.7641754546843955,0.21396912731163073,2.37,5.05379689323219
Arkansas,Lawrence,16212,16316,16205,1668,4271,3398,1631,15.2,38.9,31.0,14.9,3193.0,92.87732517070873,1.6129032258064515,2.825523899222981,0.335530963032729,0.14127619496114904,2.47,10.9528948256261
Arkansas,Lee,8528,8559,8364,1141,2847,1650,610,18.3,45.6,26.4,9.8,2448.0,41.69832402234637,53.932960893854755,1.8435754189944136,0.33519553072625696,0.2569832402234637,2.31,6.02134153344286
Arkansas,Lincoln,12889,13151,12916,1855,4753,2401,862,18.8,48.2,24.3,8.7,2160.0,65.22383634746517,28.32048621405277,1.7343611028757784,0.5040023717758673,0.20011858879335903,2.34,9.41600591939292
Arkansas,Little River,11975,11954,11821,847,3656,2629,1246,10.1,43.6,31.4,14.9,1854.0,73.49669389342668,18.41306884480747,4.823026059898872,0.5134189031505251,0.12446518864255153,2.25,9.0075425884187
Arkansas,Logan,21103,21207,21253,1853,6704,4635,1908,12.3,44.4,30.7,12.6,3204.0,89.47696694288516,1.822150940033859,4.0942706941103095,1.822150940033859,0.09801300899937627,2.5,11.8629638442172
Arkansas,Lonoke,74046,74766,75225,4955,18597,15689,10015,10.1,37.8,31.9,20.3,8161.0,83.88128598487225,6.806236750667955,3.3165665257585832,1.7699226050852348,0.19317369325522762,2.66,36.1639717692876
Arkansas,Madison,16546,16936,17486,1734,5735,2467,1556,15.1,49.9,21.5,13.5,2587.0,86.87849201422202,0.6433771657542751,5.022856820362323,0.9368474518878042,1.467351430667645,2.58,7.44015438511027
Arkansas,Marion,16877,16970,17254,1770,4682,4416,1933,13.8,36.6,34.5,15.1,2986.0,92.614401076716,0.5047106325706594,3.936742934051144,0.639300134589502,0.1794526693584567,2.44,10.6318471099612
Arkansas,Miller,42579,42499,42552,3828,10586,9851,4950,13.1,36.2,33.7,16.9,8483.0,67.08077289970495,26.035450451449744,2.835148745479956,0.7431727932204893,0.12645029615990416,2.53,27.0012527090477
Arkansas,Mississippi,40544,39577,38896,4654,11058,7244,3813,17.4,41.3,27.1,14.2,9276.0,58.215620372764235,35.46431005711331,1.694596563800033,0.768561825745646,0.07521094319223447,2.49,18.3628578105964
Arkansas,Monroe,6774,6660,6564,1030,2007,1169,655,21.2,41.3,24.0,13.5,1667.0,53.49823321554771,40.62190812720848,2.402826855123675,0.46643109540636046,0.18374558303886926,2.16,4.60991267149704
Arkansas,Montgomery,8488,8638,8556,1030,2111,2295,985,16.0,32.9,35.7,15.3,1692.0,89.54197626705113,0.4990573361428413,4.491516025285572,0.8428523899301319,0.18853277143174005,2.35,4.45236901326667
Arkansas,Nevada,8285,8195,8181,517,2937,1633,637,9.0,51.3,28.5,11.1,1705.0,63.99082568807339,29.690366972477065,2.213302752293578,0.7224770642201835,0.08027522935779817,2.5,5.27436382601417
Arkansas,Newton,7193,7164,7078,790,2026,1652,877,14.8,37.9,30.9,16.4,1366.0,92.19626778024272,0.4958893383792249,4.436904606550959,0.7177345687067728,0.4175910217930314,2.68,3.69118925414889
Arkansas,Ouachita,22614,22344,22049,1995,6501,5412,2131,12.4,40.5,33.7,13.3,4437.0,55.33956177468683,39.50731073777703,2.1073358749842894,0.892370857597721,0.13825463990950604,2.36,12.7014153173494
Arkansas,Perry,10000,9989,10063,617,3076,2156,1241,8.7,43.4,30.4,17.5,1500.0,91.54664407417867,1.7979855031535346,3.61479807963852,0.451849759954815,0.009413536665725314,2.74,7.22554351013243
Arkansas,Phillips,16443,15822,15304,2010,3489,3902,1575,18.3,31.8,35.6,14.3,5623.0,35.02023104439102,61.92458804902363,1.1669500967571689,0.510174162903888,0.08796106256963585,2.51,10.564647735084
Arkansas,Pike,10172,10121,10179,865,2729,2160,1392,12.1,38.2,30.2,19.5,1844.0,85.79346018843525,3.0112691668206173,3.399224090153335,0.4064289673009422,0.13855532976168483,2.47,6.94773718149417
Arkansas,Poinsett,22952,22730,22495,2920,7067,3972,1816,18.5,44.8,25.2,11.5,4948.0,84.88006617038874,8.974358974358974,2.3325062034739457,0.49627791563275436,0.06617038875103391,2.51,12.2465242873351
Arkansas,Polk,19187,19331,19337,1569,5178,4748,2112,11.5,38.1,34.9,15.5,3697.0,86.35321100917432,0.845756880733945,6.32645259938838,0.7071865443425076,0.15768348623853212,2.44,9.07677870323286
Arkansas,Pope,63403,63756,64065,6442,13836,11106,9502,15.8,33.8,27.2,23.2,10897.0,82.07451140065146,4.141461144718474,4.163273615635179,1.534143787808283,0.10469986040018613,2.66,30.2430486280974
Arkansas,Prairie,8246,8094,8069,793,2552,1759,921,13.2,42.4,29.2,15.3,1257.0,84.404845096669,11.763335662706732,1.805264383880736,0.3726997437689262,0.1863498718844631,2.12,4.91293433526316
Arkansas,Pulaski,399246,398069,399145,23083,69538,79783,98432,8.5,25.7,29.5,36.3,68564.0,52.0254387981552,35.582882532056544,2.4683422555233907,3.0646667198401043,0.12949295999324384,2.46,200.176589143304
Arkansas,Randolph,18590,18842,18837,1821,4839,3945,2030,14.4,38.3,31.2,16.1,3141.0,89.97019833521735,1.3256602610214778,2.836296372418045,0.7553180556982838,3.1754187647723766,2.31,10.4205924256624
Arkansas,St. Francis,23013,22701,22451,2950,6559,5273,1903,17.7,39.3,31.6,11.4,6108.0,42.43458475540387,54.0386803185438,1.306198120760123,0.6573126027050942,0.11797918510091435,2.45,15.992627689366
Arkansas,Saline,123815,125319,127357,6952,26015,28198,23685,8.2,30.7,33.2,27.9,10572.0,80.5513586564524,8.965082643059425,3.0339151627426713,1.5329015799743377,0.10629332402001353,2.68,62.9724850422285
Arkansas,Scott,9828,9795,9805,1387,2827,1950,757,20.0,40.8,28.2,10.9,1681.0,84.24773755656109,1.0369532428355956,5.458144796380091,2.9788838612368025,0.08484162895927602,2.69,4.51826611649416
Arkansas,Searcy,7842,7880,7918,1145,2282,1458,884,19.8,39.6,25.3,15.3,1633.0,91.22577576982522,0.45178932350493406,5.885150398287956,0.43990013078112,0.07133515634288431,2.39,4.59257233092457
Arkansas,Sebastian,127800,128425,129059,13214,25325,26581,20559,15.4,29.6,31.0,24.0,24574.0,70.20411031090813,7.508870542771826,6.350254698752853,4.884595116810118,0.18338310205515546,2.48,92.5238426086721
Arkansas,Sevier,15779,15709,15686,2662,3474,2752,1169,26.5,34.5,27.4,11.6,2854.0,64.11997736276174,4.357668364459536,5.829088851160159,0.656479909451047,1.4204867006225241,2.92,11.7464133536446
Arkansas,Sharp,17319,17660,17810,2220,4873,4010,1391,17.8,39.0,32.1,11.1,3181.0,92.05896859757769,1.287882939661314,3.6663561133336984,0.5973584698854607,0.1644105880418699,2.29,10.8868904747869
Arkansas,Stone,12350,12432,12575,1394,3128,3243,1304,15.4,34.5,35.8,14.4,2567.0,92.99431556306652,0.4762636349669688,3.8792441235212785,0.39944691964971574,0.053771700722077126,2.48,7.92446396870105
Arkansas,Union,38926,38364,37752,3664,10177,8032,4931,13.7,38.0,30.0,18.4,6726.0,60.68826804680027,32.480561210723835,1.8886899359807696,0.8658539576639113,0.08584954254458044,2.47,14.7617220923788
Arkansas,Van Buren,15801,15751,16102,1754,4857,3219,1910,14.9,41.4,27.4,16.3,2659.0,91.78402349134056,0.8809252711691737,4.170911487984659,0.5992688919518188,0.041948822436627314,2.41,9.07626814122767
Arkansas,Washington,246756,251692,256054,20070,40952,37453,50160,13.5,27.6,25.2,33.7,30035.0,70.78641804771344,4.3155345319707905,4.839862084632549,2.8942441219253925,3.4222357385470517,2.57,93.666958051026
Arkansas,White,76851,77157,77755,7126,20258,12575,10174,14.2,40.4,25.1,20.3,12106.0,85.48120007792713,5.805571790375998,3.251022793687902,1.179865575686733,0.12906682252094293,2.56,29.3951316053397
Arkansas,Woodruff,6228,6153,6049,785,1929,1037,720,17.6,43.1,23.2,16.1,1514.0,68.76322951315392,26.217115210160262,1.7689749017236165,0.4989416389476867,0.39310553371635926,2.26,4.38237679654509
Arkansas,Yell,20214,20152,20129,3135,5240,3577,1953,22.5,37.7,25.7,14.0,2996.0,77.07332547811112,1.844466600199402,3.330916341883441,1.3006435239735339,0.17221064080485815,2.83,8.95499844667949
California,Alameda,1680380,1643837,1628997,131272,198825,271096,592670,11.0,16.7,22.7,49.6,152654.0,36.379697752297886,10.483049622111217,2.554456406906167,31.968990006343002,1.3252228757542208,2.81,860.757074949889
California,Alpine,1204,1235,1190,61,249,278,381,6.3,25.7,28.7,39.3,194.0,66.86217008797654,2.6392961876832843,19.64809384164223,3.005865102639296,1.466275659824047,3.71,0.599280665532869
California,Amador,40532,41144,41412,2757,9724,13052,6192,8.7,30.7,41.1,19.5,4104.0,77.92899673187983,3.4180955365537002,4.7432511080270405,2.462282311859247,0.6513855934100371,2.42,24.5653452622911
California,Butte,210135,206190,207303,13734,31704,54420,42309,9.7,22.3,38.3,29.8,33874.0,72.5660226962851,2.77389717450129,5.500388060327649,5.895999832190128,0.6565561219138716,2.55,53.5751590644998
California,Calaveras,45346,46219,46563,3214,10815,13963,6959,9.2,30.9,40.0,19.9,6198.0,81.18415341514422,1.3711873101053544,5.005326914729906,2.748293414355049,0.684607189361954,2.57,17.1226058066131
California,Colusa,21858,21913,21914,3719,4246,3934,2043,26.7,30.5,28.2,14.7,2466.0,51.16119958949409,1.227716750921738,3.937815956516781,1.7560530616899162,0.6423657303584325,2.99,7.20188011858262
California,Contra Costa,1165986,1163298,1156966,82564,140633,227162,354661,10.3,17.5,28.2,44.1,100948.0,47.8818675639155,9.35609612866692,2.6422350124789893,19.505499444213076,1.03150158346841,2.86,610.18029042211
California,Del Norte,27601,27553,27082,3825,6101,6601,3176,19.4,31.0,33.5,16.1,5368.0,64.9721824829121,3.7927197583849943,12.713400095374345,3.888094102686377,0.6040375139087586,2.48,10.5229311101377
California,El Dorado,191220,193590,192646,7421,28993,51667,51363,5.3,20.8,37.1,36.8,16839.0,78.19085274133684,1.4310928557124962,3.4419808970293064,6.278553166519972,0.5630300236109365,2.67,42.1995800073241
California,Fresno,1009503,1012992,1015190,136835,140532,201826,140183,22.1,22.7,32.6,22.6,193449.0,44.64844755851301,5.185364630625991,3.6274174312548277,10.925789773266294,0.3846375377776573,3.16,63.385677357634
California,Glenn,28896,28664,28339,4303,5538,5728,2725,23.5,30.3,31.3,14.9,4397.0,58.745894476752945,1.1540663512821285,6.095760388103775,2.6817729833971136,0.3826799650465544,2.75,8.19738055888046
California,Humboldt,136261,134836,135010,8451,21654,34447,29263,9.0,23.1,36.7,31.2,25781.0,73.56958478720507,2.509306940967403,9.966533926556236,3.863515494273151,0.7776322104471223,2.43,14.691077966102
California,Imperial,179595,179215,178713,32595,28187,32727,16758,29.6,25.6,29.7,15.2,29738.0,41.379952531919685,2.306706165653206,3.02609012005613,1.9940058555515134,0.19792803561838437,3.87,16.6599907311579
California,Inyo,19001,18927,18718,1088,4188,4721,3749,7.9,30.5,34.3,27.3,2382.0,64.48926114828507,1.2119226989846053,15.258995835477984,2.152449581208179,0.449206869121707,2.16,0.685856010703446
California,Kern,905828,912351,916108,132826,152266,169915,97236,24.1,27.6,30.8,17.6,164169.0,47.938520443663805,5.811897982901868,3.714217476502293,5.4522391933111924,0.3720705438981183,3.18,41.9254523115261
California,Kings,152790,152679,152981,24856,24622,31283,13498,26.4,26.1,33.2,14.3,24295.0,47.04805029185229,6.319065623226836,3.736495862382796,4.7376138336301485,0.5966258616524626,3.16,41.6772679528691
California,Lake,68195,68584,68191,6548,14601,19142,8557,13.4,29.9,39.2,17.5,11196.0,71.15725402573388,2.7043685954233765,6.536199501759252,2.38847368826566,0.5624470298173974,2.43,19.7113764136146
California,Lassen,32317,31813,29904,4853,7891,8716,2863,20.0,32.4,35.8,11.8,4805.0,65.82588155896744,7.184635284854621,5.747708227883696,2.7388785782576908,1.5747145829818348,2.23,2.65142146128389
California,Los Angeles,9992236,9811842,9721138,1381447,1411475,1772567,2356572,20.0,20.4,25.6,34.0,1365808.0,39.76590977130784,8.140530316805407,2.82596979462017,14.630634984459881,0.4810086177730431,3.0,960.742777931457
California,Madera,156343,158910,160256,27789,22929,31711,16144,28.2,23.3,32.2,16.4,31044.0,48.521082441787286,3.201904397077736,6.59643746408734,2.956740635346266,0.3234191588912907,3.28,28.0078977064307
California,Marin,261282,259162,256018,12672,19589,44532,115907,6.6,10.2,23.1,60.1,19734.0,70.42625847335248,3.1497935814885922,2.847386214981057,8.22887820458368,0.49914204651636906,2.4,193.100506119398
California,Mariposa,17118,17107,17020,1233,3028,5351,3901,9.1,22.4,39.6,28.9,2387.0,79.02975821450713,1.3794172349659022,6.89708617482951,2.614176482744369,0.6251291589171317,2.13,4.67425188076992
California,Mendocino,91361,91003,89783,8704,17147,23338,15962,13.4,26.3,35.8,24.5,14539.0,68.05491683912011,1.4323216064995785,7.667471449375335,2.6864413275082395,0.432091668582816,2.5,9.62646104875624
California,Merced,281814,284458,290014,49054,43880,49268,23259,29.6,26.5,29.8,14.1,61359.0,45.161019540595156,3.7774086976334234,4.29245537561233,7.3473597112380915,0.5687098650325876,3.31,53.6722217568114
California,Modoc,8663,8571,8511,955,2136,2180,1293,14.5,32.5,33.2,19.7,1688.0,78.11550151975683,1.6979352269154178,7.724557174300388,1.5931244104391573,0.8699297767529609,2.31,0.881376108971028
California,Mono,13226,13261,12978,1214,2124,3355,2804,12.8,22.4,35.3,29.5,1278.0,72.73823884197829,1.058839297681276,4.175043559844525,2.251708886208283,0.7304650851092347,2.86,1.79489551715331
California,Monterey,438390,437249,432858,75771,56912,73530,74311,27.0,20.3,26.2,26.5,50725.0,44.148482309231646,2.80561390620277,4.378402990614155,6.998825334511825,0.8515368221280959,3.3,50.96841445171
California,Napa,137485,136206,134300,14541,17698,29842,36464,14.8,18.0,30.3,37.0,11814.0,59.745588069991385,2.3748860329474066,3.1985711966228285,8.497258545967751,0.6019958284936366,2.78,72.5086277243729
California,Nevada,102249,103457,102293,3827,14963,29399,30391,4.9,19.0,37.4,38.7,12141.0,84.40981532117479,1.017636075641332,3.64844655640801,2.6069181555124903,0.47430690134239467,2.39,39.9469911989279
California,Orange,3185516,3161005,3151184,294180,378888,598758,925364,13.4,17.2,27.3,42.1,309402.0,49.26696994676443,2.246012929769296,2.4181677538860438,21.639875043721318,0.609054005828417,3.02,1541.02666980495
California,Placer,405889,412789,417772,14584,49539,100475,117251,5.2,17.6,35.6,41.6,26816.0,73.22361164200295,2.6040517665046687,3.0271391907388194,10.447223284005897,0.7585867962649484,2.67,104.292831368025
California,Plumas,19749,19940,19351,820,4108,6655,3464,5.4,27.3,44.2,23.0,2545.0,83.89043852027986,1.449540445379304,5.734144222415291,1.8199277516118706,0.6584663221912296,2.28,2.82786846414243
California,Riverside,2422847,2453178,2473902,267525,423504,511637,370132,17.0,26.9,32.5,23.5,282068.0,48.12293358855327,6.935318865880424,3.2766479368162247,7.602885538347544,0.6544104026450066,3.27,127.688110556421
California,Sacramento,1586465,1588106,1584169,127455,235075,363694,341705,11.9,22.0,34.1,32.0,203413.0,49.544952336057854,10.855764312505803,3.2624980839375457,18.47897330918133,1.7492070660537464,2.77,603.890619071814
California,San Benito,64521,66675,67579,6901,11037,14805,8460,16.7,26.8,35.9,20.5,5899.0,49.69151133303705,1.4679354788110115,4.321455648218348,4.758045541293038,0.6300488876107814,3.33,16.5200880730115
California,San Bernardino,2183239,2192882,2193656,260315,370115,445345,301891,18.9,26.9,32.3,21.9,285474.0,43.439951861004495,8.702953966111862,3.452804505436084,8.445238971554762,0.6087090297616613,3.3,41.1012855543107
California,San Diego,3296045,3274954,3276208,263063,409660,672143,906455,11.7,18.2,29.9,40.3,340522.0,54.863459681035096,5.488135752140553,2.6173325172677897,13.389553100509454,0.9301696720447389,2.87,302.994150305114
California,San Francisco,870393,811253,808437,77300,78359,123258,410052,11.2,11.4,17.9,59.5,90898.0,45.26325237995504,6.173903084991246,1.8648612677342375,33.850714115477984,0.731500215116777,2.36,7168.19047136798
California,San Joaquin,780558,788140,793229,96216,140468,156626,95083,19.7,28.8,32.1,19.5,95382.0,40.71891592957133,8.351629109068682,3.39353853417311,17.93953915702375,1.2137829531764828,3.16,203.038981826007
California,San Luis Obispo,281879,279298,282013,15354,37215,67834,69920,8.1,19.6,35.6,36.7,35120.0,72.7330988619054,2.2040520625642426,3.155457033523635,5.049598137438235,0.48855094180732894,2.52,32.9240586038183
California,San Mateo,762511,739060,729181,50652,82159,129495,289401,9.2,14.9,23.5,52.5,49900.0,44.51472607085588,2.745982487915739,1.964514379982234,29.956738922280028,1.6426519617456712,2.89,659.174654397823
California,Santa Barbara,448244,437434,443837,50274,47957,82013,97636,18.1,17.3,29.5,35.1,65029.0,56.37846251480951,2.239967555205906,3.708056936107413,6.70619624218687,0.43259725458461085,2.92,62.6396741228866
California,Santa Clara,1931026,1886595,1870945,145904,184860,284658,733950,10.8,13.7,21.1,54.4,128955.0,37.640170837071146,2.896151451749989,2.2455064221039986,37.87772698513056,0.7168279876267448,2.97,574.838369914046
California,Santa Cruz,270462,260495,264370,21102,28627,54858,75398,11.7,15.9,30.5,41.9,27132.0,63.161482116742775,1.9056060979395135,3.1660901314884207,6.108819548222554,0.4915215728690332,2.73,237.4646580113
California,Shasta,181984,181981,180930,11492,33218,54858,29041,8.9,25.8,42.7,22.6,25141.0,79.67317205227278,1.9732729554795363,6.461250707552975,4.200034454753525,0.5276499397041813,2.49,18.3146641718097
California,Sierra,3228,3295,3217,130,681,981,515,5.6,29.5,42.5,22.3,398.0,82.32445520581115,1.7218186709712133,4.170029593758407,2.044659671778316,1.022329835889158,2.34,1.18686208307387
California,Siskiyou,43991,44026,43660,3250,8724,13316,6933,10.1,27.1,41.3,21.5,7301.0,77.52702484672474,2.0349306227815425,8.877863827040981,2.760971281058406,0.5041949015811552,2.23,2.67741844120691
California,Solano,452698,450350,448747,34837,74274,116367,86981,11.1,23.8,37.2,27.8,44037.0,44.114362084762575,14.524507242755352,3.1882510619931392,17.291747120692396,1.7913798717278873,2.87,206.044405695356
